latitude,longitude
554345.185,382850.784
546701.711,381057.455
544260.562,423920.896
567053.016,436900.487
516998.041,468907.39
541613.363,422474.355
562888.863,392730.996
563980.463,392517.973
557731.646,397993.425
559189.705,404897.324
639705.38,400334.73
572248.259,409546.069
545609.684,385428.068
556124.053,383582.483
568288.809,417629.835
567392.397,363255.059
564155.266,369703.77
563601.891,421671.567
567379.569,431210.056
583438.783,424039.583
585349.073,422017.356
568448.51,394182.27
564707.446,394559.829
565414.228,393281.647
559261.604,402526.49
566199.058,405034.813
569676.958,408113.981
565519.241,416752.889
565011.37,422340.12
569944.688,422548.261
570521.805,415373.965
560955.122,406751.206
567458.21,423944.99
565845.447,425279.651
566160.821,427229.433
565341.558,428688.165
547376.934,434856.547
570249.303,423757.239
547741.317,424018.837
567539.236,427476.726
568145.452,422307.888
557459.797,438091.261
617436.86,416229.902
613651.934,408644.699
611508.236,422361.174
526200.836,408203.389
538337.028,414218.179
558708.883,439274.138
508705.363,451718.087
601856.659,424168.381
546833.107,424054.086
565580.809,370553.683
532555.658,432072.764
515645.091,459230.092
578770.221,388523.791
577025.351,410897.444
565919.243,395542.414
560808.465,402348.169
570115.964,403576.58
557880.632,400543.018
577327.424,414510.946
646693.301,396485.501
558041.431,391725.427
564027.247,417074.299
622942.633,416982.974
566718.901,361817.218
621446.746,413801.404
629947.538,412400.81
564432.616,377411.516
558933.968,385253.254
562116.444,382100.035
565622.757,421933.416
565950.236,420541.99
566213.675,416003.922
559189.399,408355.349
562830.839,411195.756
566816.94,420173.794
568215.454,419653.68
565938.969,419455.547
572477.539,403859.708
561970.804,410268
567058.941,413882.155
560801.648,437994.645
564330.212,434333.397
565335.113,435188.202
568988.949,427559.609
564388.042,426289.916
568938.664,430964.461
567363.745,428696.396
568714.468,424997.721
568757.593,426255.975
567882.439,431939.454
569292.689,424351.989
637266.259,387490.382
638169.49,395293.76
642822.104,406261.424
630907.396,394788.854
564697.932,379296.421
564747.588,405936.712
516950.764,453111.644
563877.957,434714.859
563252.461,434447.717
549452.892,411267.749
561833.771,419190.956
562999.38,419362.96
563556.742,419208.501
568571.2,423909.279
517863.61,448467.747
627479.554,399929.877
564766.771,400015.831
566684.086,398087.645
563896.297,394040.138
612731.168,418636.9
577295.15,387369.228
565471.185,366406.912
595168.225,424097.661
594874.049,411859.15
525856.214,422845.969
559397.929,371568.73
564417.297,362921.321
565032.044,429191.34
543015.633,428208.713
628468.717,405380.029
625879.973,398589.506
616795.678,409616.969
618891.544,408664.795
567029.671,428741.357
651345.19,398849.562
651665.843,399868.447
568742.83,422031.311
583782.203,429347.753
585363.738,424917.747
592377.418,426558.624
602965.817,375570.514
603434.982,403773.322
517845.017,454662.226
566637.38,415374.586
540791.349,422070.071
567659.321,389114.039
565752.747,362618.595
563754.646,423264.519
564536.099,423139.624
564321.986,424190.653
574969.609,434343.551
571575.62,427464.529
571421.432,428418.037
606855.885,400235.642
601886.232,404569.822
612878.552,417842.831
564228.909,393483.561
557907.292,393121.638
548620.122,433277.285
519970.1,469325.619
577862.829,427371.813
578478.788,426523.351
575332.742,426489.667
587027.401,422577.076
591610.506,426989.298
566498.032,393223.616
566177.118,392369.396
627344.475,413789.597
569143.631,435046.429
565025.144,426460.97
602434.658,403885.304
586750.554,418833.004
573795.945,426859.385
591758.568,422644.799
587400.132,418103.425
593251.117,418041.871
595666.543,420564.355
652213.422,399560.396
612267.561,419002.567
566849.612,421025.357
569455.336,436007.925
575100.377,386457.768
646554.884,393387.024
625526.869,416239.126
617856.496,421547.009
623672.924,422406.972
619721.251,424389.597
651393.286,400622.902
648740.822,393548.905
654388.162,399224.385
568233.331,424499.522
571833.022,425520.117
569675.48,431461.864
571318.622,426417.174
513257.959,436091.045
581188.616,426253.899
581945.058,423048.257
614363.21,414563.774
532766.295,429583.015
515821.864,404674.34
563272.824,428902.721
567251.871,432419.134
563576.276,428482.526
567287.543,423136.619
568613.374,433737.226
534321.448,436541.079
573699.061,425629.799
588553.038,430722.197
611256.498,419081.718
610684.318,424808.252
604044.969,426363.417
584681.335,408390.977
572716.277,419300.797
584172.06,417924.972
585826.944,417943.407
585054.582,420697.945
572492.625,427092.017
519954.425,468712.807
586662.745,430245.926
525399.52,394814.875
569062.53,432964.171
573744.583,423741.42
629747.946,417618.775
605128.552,418363.031
584291.549,383672.526
563133.345,413970.499
572436.291,428271.753
572493.791,434176.057
587896.906,371957.422
598520.597,382388.104
585227.031,416992.542
595516.155,414564.487
525177.09,395659.882
587977.77,427935.565
649966.81,400214.295
586913.129,383546.668
575210.031,390205.9
576290.389,388633.312
584792.118,404564.028
573057.717,398254.937
640791.318,387386.676
636312.871,382812.442
645364.2,399825.903
638943.85,393533.085
563556.777,393016.865
564193.338,422054.949
563436.711,423629.102
565466.173,427048.045
571090.759,426709.977
568694.617,428962.445
564269.3,412221.503
569222.244,433325.49
563463.171,422700.294
584105.887,426035.546
583256.671,427795.41
566804.98,434302.872
550741.562,440540.073
522166.594,442852.363
632773.713,420058.644
631558.909,414680.536
635057.633,417434.295
567497.433,435019.875
567883.479,432920.511
574541.868,431248.186
576989.988,427125.491
580167.83,423998.964
570038.419,430599.005
615865.918,425084.46
602660.512,426187.4
577227.214,425147.912
581724.89,428862.688
593143.39,388616.841
575936.522,426647.564
580958.204,427382.86
590081.826,427420.91
587869.475,430632.867
649403.801,400940.315
573566.157,433578.916
587020.07,429141.822
515510.677,463581.288
600230.187,379278.515
596800.448,384482.318
598447.443,383327.311
593362.158,392705.169
601656.596,406298.303
587884.66,405034.129
638851.02,406540.475
597802.613,417296.417
587797.866,410278.498
566122.798,418303.684
601184.186,412819.872
600874.337,417865.433
575490.49,397785.144
579381.138,399610.664
642976.526,411550.303
634483.821,413166.261
647200.126,390862.937
565772.302,426160.509
567669.35,419742.932
567922.995,425274.563
570238.572,424526.447
517005.199,451162.497
568475.863,435849.527
584989.143,427120.908
527852.065,429430.842
519757.528,451115.343
570952.887,435465.233
561338.592,436679.221
567225.031,425215.819
563951.874,422654.164
565256.664,422625.85
564754.021,421472.114
567887.998,426000.504
566763.994,421831.261
565456.373,427812.107
564585.63,421658.794
581651.409,425410.501
589192.511,429649.773
587828.482,423860.47
579705.62,431691.617
556380.696,367572.882
559984.645,366105.174
572935.85,430228.725
514632.297,443594.512
581968.137,430965.876
581615.919,429820.419
572714.655,421667.84
578888.482,420657.326
564644.714,423755.384
576760.572,426413.432
575072.21,430771.245
576008.856,430286.588
592547.447,428750.726
608509.64,419986.889
603395.753,421213.609
553552.994,411840.16
519602.087,416171.56
518758.158,413994.58
600487.858,404080.528
595538.204,409387.284
594272.764,415645.638
650818.156,398332.229
598711.018,425359.827
589987.204,423617.606
573330.907,391765.141
582103.122,413053.826
606337.141,423985.466
580011.141,385968.764
576211.932,379413.417
586431.423,388883.474
579244.955,390761.485
552741.236,408869.216
519543.353,466016.669
562559.394,423682.767
594682.178,413374.335
546678.492,441771.885
549439.659,437649.54
652258.591,398586.979
653181.624,399998.55
650908.74,396185.069
565317.558,436054.555
651422.877,397973.607
603157.987,375388.532
568050.474,435326.153
572407.543,435062.601
512365.792,440506.855
516199.154,448767.907
527964.947,423055.895
571992.771,433946.33
571179.106,399143.946
602318.496,402833.194
568155.19,433292.562
569205.926,420728.962
514012.226,450023.396
540751.02,426612.41
515658.896,454109.795
514667.505,444527.295
514761.652,426250.952
566849.43,437358.437
538290.095,441208.921
561602.758,408307.533
514763.53,441411.179
524058.987,459537.322
513968.576,453257.722
523200.4,460788.217
518548.656,452561.689
524264.928,452345.698
515332.363,459077.756
561688.416,424113.067
558858.62,425776.329
518873.641,468376.319
604496.185,415178.159
551459.804,440830.013
564675.726,426001.492
552417.493,433576.597
540279.796,399362.15
537895.543,401696.122
534676.565,413647.471
531001.173,419199.713
545826.253,426726.843
561214.629,368719.759
515380.627,408719.035
557391.343,417990.262
570161.518,432731.415
539947.416,435377.711
586861.69,428143.243
564068.086,415526.726
574374.761,428253.696
572142.853,429203.02
560167.374,426786.478
561280.529,426715.531
576824.705,432743.501
535866.949,435797.892
519323.82,441698.701
519416.071,472084.322
567510.9,421505.812
572028.104,431738.99
581266.51,431174.548
562463.773,418454.145
628866.414,400283.415
524266.536,457581.443
588691.942,425805.744
583461.139,420931.35
529365.104,411856.2
564360.622,421817.838
517736.898,428968.974
517671.256,429482.446
540678.109,423718.625
582612.453,417691.409
560941.7,427490.75
560833.088,426195.706
516079.248,428260.457
562491.915,429583.106
587048.506,371326.97
555064.968,405272.689
534063.637,425241.123
572424.85,424477.814
652654.254,396529.407
579410.112,430368.057
517277.729,461472.865
570164.731,436106.441
580497.726,430051.979
521931.492,461369.227
518768.002,466203.328
635154.431,393811.326
634210.279,395838.435
577360.805,426116.093
566908.094,429313.303
566416.465,432339.508
562750.58,426207.166
572292.882,431919.715
551497.447,412433.171
563479.64,439075.693
579962.204,431796.717
536535.491,411291.279
537277.935,412396.366
580568.712,430770.382
